3 0.0006, 0.00141185, 0.00142242, 0.00227226
6 0.000533333, 0.00344288, 0.00509776, 0.00814347
9 0.0006, 0.00529354, 0.00822346, 0.0131367
12 0.000533333, 0.00107629, 0.0009513, 0.00151614
15 0.000666667, 0.00305395, 0.0041827, 0.0066817
18 0.000533333, 0.000922882, 0.00068252, 0.0010903
21 0.0006, 0.00834788, 0.0135749, 0.0216854
24 0.000533333, 0.00159684, 0.00186334, 0.00297661
27 0.0006, 0.0175678, 0.0297289, 0.0474907
30 0.000533333, 0.00161235, 0.00189052, 0.00302003
33 0.0006, 0.00121707, 0.00108116, 0.00172358
36 0.000533333, 0.00125727, 0.0012684, 0.00202622
39 0.000533333, 0.00156581, 0.00180898, 0.00288978
42 0.000533333, 0.00512863, 0.00805132, 0.0128617
45 0.000533333, 0.000848764, 0.00055266, 0.000879325
48 0.000533333, 0.00266379, 0.00373272, 0.00596288
51 0.000666667, 0.00115102, 0.00084862, 0.00135564
54 0.0006, 0.0022754, 0.00293544, 0.00468572
57 0.000133333, 0.00417361, 0.00707888, 0.0113082
60 0, 0, 0, 0
