3 0.0006, 0.00779114, 0.0125994, 0.0178974
6 0.000466667, 0.0008114, 0.000604, 0.000964867
9 0.0006, 0.00534008, 0.008305, 0.0132669
12 0.0006, 0.00140151, 0.0014043, 0.00224332
15 0.000666667, 0.00881444, 0.0142755, 0.0228046
18 0.000533333, 0.00441158, 0.006795, 0.0108548
21 0.0006, 0.00358884, 0.00523668, 0.00836539
24 0.000533333, 0.000881514, 0.00061004, 0.000970987
27 0.0006, 0.00950101, 0.0155953, 0.0249129
30 0.000533333, 0.00358595, 0.00534842, 0.00854389
33 0.0006, 0.0194087, 0.0329542, 0.0439784
36 0.000466667, 0.000994109, 0.00092412, 0.00147625
39 0.0006, 0.0103284, 0.0170449, 0.0272285
42 0.000533333, 0.00479251, 0.00746242, 0.0119209
45 0.000533333, 0.0054544, 0.0086221, 0.0137735
48 0.000533333, 0.00197949, 0.00253378, 0.00404409
51 0.000666667, 0.00462421, 0.00693392, 0.0110731
54 0.0006, 0.00617606, 0.0097697, 0.0156067
57 0.000133333, 0.00438734, 0.00745336, 0.00324169
60 0, 0, 0, 0
