3 0.00133333, 0.0625993, 0.107343, 0.171476
6 0.00106667, 0.0456752, 0.0781576, 0.124854
9 0.0012, 0.040017, 0.0680104, 0.108644
12 0.0012, 0.0228493, 0.0379312, 0.0605936
15 0.00133333, 0.0598139, 0.102463, 0.16368
18 0.00113333, 0.0623993, 0.107343, 0.171476
21 0.00126667, 0.0510186, 0.0871693, 0.13925
24 0.00113333, 0.0326144, 0.0551573, 0.0881116
27 0.00133333, 0.0533053, 0.091059, 0.145463
30 0.00106667, 0.0386012, 0.0657635, 0.105055
33 0.00113333, 0.0927221, 0.160471, 0.239016
36 0.0012, 0.0529789, 0.0907208, 0.144923
39 0.00106667, 0.0400491, 0.0679685, 0.107872
42 0.0012, 0.0914512, 0.158127, 0.252602
45 0.00113333, 0.056663, 0.0972923, 0.149691
48 0.00113333, 0.0741616, 0.127951, 0.204397
51 0.00133333, 0.0624752, 0.107125, 0.171129
54 0.000533333, 0.014626, 0.0246915, 0.0394437
57 0, 0, 0, 0
60 0, 0, 0, 0
