3 0.00126667, 0.0506738, 0.0865653, 0.138285
6 0.00106667, 0.0485571, 0.083207, 0.13292
9 0.00126667, 0.0468542, 0.079427, 0.125934
12 0.00113333, 0.0259266, 0.0434397, 0.0693932
15 0.0014, 0.0485319, 0.0825789, 0.118256
18 0.00113333, 0.109283, 0.189487, 0.302698
21 0.0012, 0.0380451, 0.0645555, 0.103125
24 0.00113333, 0.027995, 0.0470637, 0.0751824
27 0.00126667, 0.0795487, 0.137156, 0.219102
30 0.00113333, 0.061048, 0.104975, 0.167694
33 0.00106667, 0.0389322, 0.0663434, 0.105981
36 0.0012, 0.0970497, 0.167936, 0.268272
39 0.00113333, 0.0431081, 0.073543, 0.117482
42 0.0012, 0.0484147, 0.0827238, 0.132148
45 0.00113333, 0.0419773, 0.0715619, 0.114317
48 0.00113333, 0.0737893, 0.127299, 0.203355
51 0.00126667, 0.0736882, 0.126888, 0.191071
54 0.000666667, 0.0456613, 0.0788341, 0.125934
57 0, 0, 0, 0
60 0, 0, 0, 0
