30, 0.00621558
60, 0.00459509
90, 0.00344576
120, 0.00371902
150, 0.00750097
180, 0.00462084
210, 0.00445376
240, 0.00601632
270, 0.00647137
300, 0.00368063
330, 0.00413177
360, 0.00680484
390, 0.00571732
420, 0.00587291
450, 0.00314308
480, 0.00875144
510, 0.00252165
540, 0.000432757
570, 0
600, 0
