3 6.45384, 6.73599, 0.494345, 0.78935
6 7.78594, 8.12334, 0.591156, 0.944052
9 9.72785, 10.1471, 0.734524, 1.17336
12 7.50311, 7.82984, 0.572447, 0.914254
15 7.76117, 8.09743, 0.58916, 0.941001
18 8.99066, 9.38029, 0.682669, 1.0904
21 8.94928, 9.33826, 0.681505, 1.08842
24 8.32841, 8.68601, 0.626543, 1.00076
27 5.82837, 6.08735, 0.453752, 0.724484
30 6.6944, 6.98829, 0.514922, 0.822416
33 4.78383, 4.9925, 0.365613, 0.584018
36 5.13321, 5.36041, 0.398069, 0.63571
39 6.73481, 7.02575, 0.50974, 0.81402
42 8.92837, 9.31283, 0.673617, 1.07606
45 3.85283, 4.02095, 0.294559, 0.470447
48 0, 0, 0, 0
51 0, 0, 0, 0
54 0, 0, 0, 0
57 0, 0, 0, 0
