3 7.48782, 7.8128, 0.569376, 0.909128
6 7.66095, 7.98996, 0.576439, 0.920734
9 5.63793, 5.88549, 0.433697, 0.692519
12 6.92287, 7.22348, 0.526748, 0.84049
15 9.2048, 9.60253, 0.696849, 1.11314
18 5.19871, 5.42596, 0.398145, 0.63564
21 4.19549, 4.38066, 0.324439, 0.518123
24 8.19925, 8.55391, 0.621371, 0.992186
27 8.10418, 8.45399, 0.612844, 0.978904
30 6.07732, 6.3418, 0.463461, 0.739861
33 4.44576, 4.63971, 0.339819, 0.542827
36 11.5674, 12.0673, 0.875901, 1.39894
39 6.03437, 6.2946, 0.455963, 0.728225
42 6.57658, 6.86492, 0.505174, 0.805299
45 7.19991, 7.50974, 0.542803, 0.867025
48 12.6256, 13.1673, 0.949078, 1.51608
51 7.20285, 7.51484, 0.546617, 0.873101
54 0, 0, 0, 0
57 0, 0, 0, 0
