3 0.0006, 0.0020272, 0.00250056, 0.00399455
6 0.000533333, 0.00951019, 0.0157282, 0.0251251
9 0.0006, 0.0152925, 0.0257425, 0.0342924
12 0.000533333, 0.00644206, 0.0103526, 0.0165378
15 0.000666667, 0.0111672, 0.0183978, 0.0293898
18 0.0006, 0.00830824, 0.0135054, 0.0215744
21 0.0006, 0.0145203, 0.0243895, 0.0389613
24 0.000533333, 0.0155154, 0.0262498, 0.0419331
27 0.000666667, 0.00868516, 0.014049, 0.0224428
30 0.000533333, 0.027526, 0.0472932, 0.0686906
33 0.000533333, 0.00610422, 0.00976064, 0.0155922
36 0.000533333, 0.00821399, 0.0134571, 0.0214972
39 0.0006, 0.00636394, 0.0100989, 0.0161326
42 0.000533333, 0.0285946, 0.0491656, 0.0785401
45 0.000533333, 0.0208795, 0.0356481, 0.0506666
48 0.000533333, 0.0192386, 0.032773, 0.0522549
51 0.000666667, 0.0172966, 0.029137, 0.0465452
54 0.0006, 0.0141549, 0.0237493, 0.0379386
57 0, 0, 0, 0
60 0, 0, 0, 0
