30 6e-05, 0.000750156, 0.00120921, 0.00193166
60 5.33333e-05, 0.00120612, 0.00201978, 0.00322651
90 6e-05, 0.00256897, 0.00439591, 0.00633646
120 6e-05, 0.00120451, 0.00200528, 0.00320336
150 6e-05, 0.000484711, 0.000744128, 0.00118872
180 6.66667e-05, 0.000854727, 0.00138074, 0.00175975
210 6e-05, 0.00140377, 0.00235439, 0.00289457
240 4.66667e-05, 0.00119739, 0.00201615, 0.00322072
270 6.66667e-05, 0.00173518, 0.00292336, 0.00380348
300 5.33333e-05, 0.00171288, 0.00290766, 0.00377839
330 5.33333e-05, 0.00126748, 0.00212729, 0.00339826
360 5.33333e-05, 0.00155568, 0.00263223, 0.00349082
390 6e-05, 0.000781182, 0.00126357, 0.0020185
420 5.33333e-05, 0.00135022, 0.00227225, 0.00362983
450 6e-05, 0.001834, 0.00310818, 0.00428218
480 5.33333e-05, 0.0013054, 0.00219373, 0.0035044
510 6.66667e-05, 0.00166209, 0.00279531, 0.0044654
540 5.33333e-05, 0.00100066, 0.00165979, 0.00265145
570 0, 0, 0, 0
600 0, 0, 0, 0
