30 6e-05, 0.0015396, 0.00259237, 0.00414121
60 4.66667e-05, 0.000312111, 0.00046508, 0.000742947
90 6e-05, 0.000670867, 0.00107029, 0.00170974
120 5.33333e-05, 0.00141779, 0.00239063, 0.00381894
150 6.66667e-05, 0.00159384, 0.00267572, 0.00427436
180 5.33333e-05, 0.00188387, 0.00320724, 0.00512344
210 6e-05, 0.000862539, 0.00140611, 0.00224621
240 6e-05, 0.000435759, 0.00065836, 0.0010517
270 6e-05, 0.00129483, 0.00216353, 0.00345615
300 4.66667e-05, 0.00106846, 0.00179026, 0.00285986
330 6e-05, 0.000908733, 0.00148705, 0.0023755
360 5.33333e-05, 0.00162808, 0.00275907, 0.00440751
390 6e-05, 0.000661904, 0.00105458, 0.00168466
420 4.66667e-05, 0.00146145, 0.00247882, 0.00395981
450 6e-05, 0.00145203, 0.00243895, 0.00389613
480 5.33333e-05, 0.00174391, 0.00296202, 0.00473171
510 6e-05, 0.00174092, 0.0029451, 0.00470469
540 6e-05, 0.00143893, 0.002416, 0.00299299
570 2e-05, 0.000686714, 0.00116814, 0.00186605
600 0, 0, 0, 0
