30 6.66667e-05, 0.00155385, 0.00260566, 0.00329596
60 4.66667e-05, 0.00145318, 0.00246432, 0.00393666
90 6.66667e-05, 0.000772681, 0.00123699, 0.00197605
120 5.33333e-05, 0.00118613, 0.00198474, 0.00317055
150 6.66667e-05, 0.00134907, 0.00224688, 0.00358648
180 6e-05, 0.00134379, 0.0022493, 0.00359316
210 6e-05, 0.00171058, 0.00289195, 0.00393394
240 4.66667e-05, 0.000292117, 0.000430048, 0.000686985
270 6.66667e-05, 0.000993999, 0.00162476, 0.00259549
300 5.33333e-05, 0.00136401, 0.00229641, 0.00366842
330 5.33333e-05, 0.00155568, 0.00263223, 0.00420489
360 5.33333e-05, 0.00118613, 0.00198474, 0.00317055
390 6e-05, 0.00172093, 0.00291007, 0.00464873
420 5.33333e-05, 0.00109719, 0.00182891, 0.00292162
450 6e-05, 0.000488848, 0.000751376, 0.00120029
480 5.33333e-05, 0.00216931, 0.00370735, 0.00592235
510 6.66667e-05, 0.000907816, 0.00147376, 0.00235427
540 5.33333e-05, 0.000620075, 0.000992976, 0.00158624
570 0, 0, 0, 0
600 0, 0, 0, 0
