30, 0.00259237
60, 0.00046508
90, 0.00107029
120, 0.00239063
150, 0.00267572
180, 0.00320724
210, 0.00140611
240, 0.00065836
270, 0.00216353
300, 0.00179026
330, 0.00148705
360, 0.00275907
390, 0.00105458
420, 0.00247882
450, 0.00243895
480, 0.00296202
510, 0.0029451
540, 0.002416
570, 0.00116814
600, 0
