30 6e-05, 0.000994917, 0.00163805, 0.00261672
60 5.33333e-05, 0.00214931, 0.00367232, 0.00586639
90 6e-05, 0.00163612, 0.00276149, 0.00331205
120 5.33333e-05, 0.000330499, 0.000485616, 0.000775753
150 6.66667e-05, 0.00124014, 0.00205602, 0.00328441
180 6e-05, 0.00123071, 0.00205118, 0.00327669
210 6e-05, 0.000753603, 0.00121525, 0.00194131
240 5.33333e-05, 0.00105099, 0.00174798, 0.00278527
270 6e-05, 0.00167887, 0.00283638, 0.00453101
300 5.33333e-05, 0.00100962, 0.0016755, 0.00267654
330 6e-05, 0.00370107, 0.00637945, 0.00922989
360 4.66667e-05, 0.00205853, 0.00352494, 0.00408146
390 6e-05, 0.0013431, 0.00224809, 0.00359123
420 5.33333e-05, 0.00215483, 0.00368198, 0.00519881
450 6e-05, 0.00101974, 0.00168154, 0.00246322
480 4.66667e-05, 0.00184273, 0.00314684, 0.00416048
510 6.66667e-05, 0.00201993, 0.00342226, 0.00460046
540 6.66667e-05, 0.00145318, 0.00242929, 0.00388069
570 0, 0, 0, 0
600 0, 0, 0, 0
