3 1.82187, 1.91088, 0.155944, 0.249085
6 2.60535, 2.72937, 0.217295, 0.347113
9 1.26505, 1.32704, 0.108613, 0.173442
12 1.43068, 1.50006, 0.121564, 0.194159
15 2.48386, 2.60248, 0.207827, 0.331996
18 1.55495, 1.62975, 0.131053, 0.209295
21 1.06104, 1.11274, 0.0905728, 0.144687
24 2.3891, 2.50357, 0.200555, 0.320379
27 0.92115, 0.966298, 0.0791003, 0.126347
30 1.60147, 1.67955, 0.136786, 0.218438
33 0.814408, 0.854774, 0.0707254, 0.112981
36 2.7354, 2.8675, 0.23145, 0.369714
39 1.52361, 1.59761, 0.129653, 0.207106
42 1.1599, 1.21703, 0.100076, 0.159133
45 2.1507, 2.25378, 0.180593, 0.288492
48 2.51508, 2.63545, 0.21089, 0.336887
51 2.051, 2.14976, 0.173034, 0.276411
54 0, 0, 0, 0
57 0, 0, 0, 0
60 0, 0, 0, 0
