3 0.565107, 0.593625, 0.049962, 0.07979
6 0.92348, 0.96929, 0.0802612, 0.128208
9 1.28732, 1.35047, 0.110644, 0.176739
12 0.927137, 0.972457, 0.0791352, 0.125843
15 1.16059, 1.2174, 0.0992575, 0.157956
18 1.66624, 1.74663, 0.14085, 0.224946
21 1.66886, 1.74951, 0.1413, 0.225717
24 0.753986, 0.79198, 0.0665655, 0.106273
27 1.34592, 1.41101, 0.114047, 0.182161
30 1.78062, 1.86639, 0.150269, 0.240049
33 1.4961, 1.56842, 0.126718, 0.202396
36 1.20225, 1.25979, 0.10082, 0.161041
39 0.677188, 0.709955, 0.0574089, 0.0917058
42 0.720564, 0.757059, 0.0639425, 0.102146
45 1.30472, 1.36771, 0.110378, 0.176286
48 0.558667, 0.587803, 0.0510462, 0.0815078
51 1.6306, 1.70924, 0.137775, 0.220091
54 0.959375, 1.0072, 0.0837994, 0.133857
57 0.328647, 0.344937, 0.028542, 0.0455948
60 0, 0, 0, 0
