3 6.15515, 6.44643, 0.510356, 0.815274
6 6.02478, 6.30992, 0.49958, 0.798061
9 4.03113, 4.22187, 0.334181, 0.533841
12 4.19324, 4.39165, 0.347647, 0.555353
15 4.95263, 5.18697, 0.41059, 0.655902
18 5.54287, 5.80517, 0.459572, 0.734148
21 3.2441, 3.39758, 0.268901, 0.429559
24 5.90104, 6.1803, 0.489288, 0.781619
27 3.79269, 3.97214, 0.314418, 0.502271
30 6.19514, 6.48833, 0.51369, 0.8206
33 3.30157, 3.45778, 0.273684, 0.4372
36 5.14423, 5.38767, 0.426521, 0.68135
39 5.28041, 5.5303, 0.437828, 0.699413
42 4.72729, 4.95098, 0.391924, 0.626083
45 5.11388, 5.35588, 0.424008, 0.677336
48 4.27198, 4.4741, 0.354137, 0.565721
51 3.92463, 4.11038, 0.325435, 0.51987
54 0, 0, 0, 0
57 0, 0, 0, 0
60 0, 0, 0, 0
