3 4.78341, 5.00975, 0.396562, 0.633493
6 4.58438, 4.80131, 0.380085, 0.607171
9 3.11712, 3.26458, 0.258367, 0.412731
12 3.06935, 3.21455, 0.254405, 0.406402
15 4.96186, 5.19664, 0.411348, 0.657113
18 5.27738, 5.5271, 0.437538, 0.698949
21 2.21688, 2.32174, 0.183713, 0.293474
24 6.937, 7.2653, 0.575201, 0.918862
27 4.02686, 4.2174, 0.333843, 0.533301
30 4.23353, 4.43388, 0.350978, 0.560674
33 4.85032, 5.07981, 0.402137, 0.642399
36 3.3285, 3.48598, 0.275907, 0.440751
39 4.45169, 4.66235, 0.369068, 0.589572
42 3.91575, 4.10101, 0.324614, 0.518558
45 5.65406, 5.92163, 0.468801, 0.748891
48 2.44246, 2.55796, 0.202364, 0.323269
51 0.855001, 0.895459, 0.0708854, 0.113237
54 0, 0, 0, 0
57 0, 0, 0, 0
60 0, 0, 0, 0
