3 5.03466, 5.27291, 0.417436, 0.666839
6 4.18212, 4.38002, 0.346744, 0.553911
9 4.63557, 4.85494, 0.384337, 0.613964
12 3.75877, 3.93663, 0.311616, 0.497794
15 3.90312, 4.08778, 0.323551, 0.51686
18 3.46526, 3.62921, 0.287262, 0.458891
21 3.19213, 3.34315, 0.2646, 0.422689
24 4.19688, 4.39548, 0.347952, 0.55584
27 5.18196, 5.42719, 0.429661, 0.686368
30 3.08183, 3.22764, 0.255468, 0.4081
33 2.81011, 2.9431, 0.232921, 0.372082
36 2.64472, 2.76979, 0.21921, 0.350179
39 3.54396, 3.71164, 0.293786, 0.469311
42 4.87821, 5.10907, 0.404487, 0.646152
45 4.82767, 5.05613, 0.400283, 0.639436
48 3.77269, 3.9512, 0.312775, 0.499647
51 4.21469, 4.41411, 0.349402, 0.558156
54 3.46299, 3.62684, 0.287069, 0.458582
57 1.94565, 2.03773, 0.16134, 0.257735
60 0, 0, 0, 0
